dataset,family,config,is_finance,status,terminal_classification,n,m,density,density_regime,m_times_n,m_squared,runtime_total_sec,runtime_phaseA_sec,runtime_phaseB_sec,runtime_phaseC_sec,runtime_mincut_sec,break_reason
Basketball_temporal/finer2011,Basketball_finer,A4,false,complete,SUCCESS,345,7504,0.0632288506909336,medium_0.05_0.2,2588880.0,56310016.0,1.1749513149261475,0.3130762577056885,0.3161630630493164,0.16754674911499023,0.0,exhausted
Basketball_temporal/finer2011,Basketball_finer,A6,false,complete,SUCCESS,345,7504,0.0632288506909336,medium_0.05_0.2,2588880.0,56310016.0,16.948988914489746,0.29858922958374023,0.29447102546691895,0.15403413772583008,15.844304084777832,exhausted
Basketball_temporal/finer2012,Basketball_finer,A0,false,complete,SUCCESS,345,7580,0.06386922817660937,medium_0.05_0.2,2615100.0,57456400.0,0.3765556812286377,0.31996583938598633,1.9073486328125e-06,0.0005137920379638672,0.0,phase_b_disabled
Basketball_temporal/finer2012,Basketball_finer,A2,false,complete,SUCCESS,345,7580,0.06386922817660937,medium_0.05_0.2,2615100.0,57456400.0,0.995891809463501,0.32709312438964844,0.2816917896270752,0.0019991397857666016,0.0,exhausted
Basketball_temporal/finer2012,Basketball_finer,A4,false,complete,SUCCESS,345,7580,0.06386922817660937,medium_0.05_0.2,2615100.0,57456400.0,1.2135074138641357,0.39218640327453613,0.2803921699523926,0.15833640098571777,0.0,exhausted
Basketball_temporal/finer2012,Basketball_finer,A6,false,complete,SUCCESS,345,7580,0.06386922817660937,medium_0.05_0.2,2615100.0,57456400.0,17.164777755737305,0.3153202533721924,0.2729361057281494,0.15444087982177734,16.04640817642212,exhausted
Basketball_temporal/finer2013,Basketball_finer,A0,false,complete,SUCCESS,347,7616,0.06343389248888075,medium_0.05_0.2,2642752.0,58003456.0,0.38671016693115234,0.33000993728637695,1.6689300537109375e-06,0.0005514621734619141,0.0,phase_b_disabled
Basketball_temporal/finer2013,Basketball_finer,A2,false,complete,SUCCESS,347,7616,0.06343389248888075,medium_0.05_0.2,2642752.0,58003456.0,1.0165073871612549,0.3293948173522949,0.29799699783325195,0.0019443035125732422,0.0,exhausted
Basketball_temporal/finer2013,Basketball_finer,A4,false,complete,SUCCESS,347,7616,0.06343389248888075,medium_0.05_0.2,2642752.0,58003456.0,1.198275089263916,0.3370692729949951,0.3050861358642578,0.16611266136169434,0.0,exhausted
Basketball_temporal/finer2013,Basketball_finer,A6,false,complete,SUCCESS,347,7616,0.06343389248888075,medium_0.05_0.2,2642752.0,58003456.0,17.399390697479248,0.32508277893066406,0.29398369789123535,0.15701961517333984,16.239683866500854,exhausted
Basketball_temporal/finer2014,Basketball_finer,A0,false,complete,SUCCESS,351,7650,0.06227106227106227,medium_0.05_0.2,2685150.0,58522500.0,0.38123440742492676,0.3241426944732666,1.6689300537109375e-06,0.0004968643188476562,0.0,phase_b_disabled
Basketball_temporal/finer2014,Basketball_finer,A2,false,complete,SUCCESS,351,7650,0.06227106227106227,medium_0.05_0.2,2685150.0,58522500.0,1.0315685272216797,0.32788515090942383,0.317030668258667,0.001922607421875,0.0,exhausted
Basketball_temporal/finer2014,Basketball_finer,A4,false,complete,SUCCESS,351,7650,0.06227106227106227,medium_0.05_0.2,2685150.0,58522500.0,1.1956918239593506,0.32875752449035645,0.3207709789276123,0.16228008270263672,0.0,exhausted
Basketball_temporal/finer2014,Basketball_finer,A6,false,complete,SUCCESS,351,7650,0.06227106227106227,medium_0.05_0.2,2685150.0,58522500.0,17.50048804283142,0.3199617862701416,0.3121955394744873,0.1583421230316162,16.32872486114502,exhausted
Dryad_animal_society,Animal,A0,false,complete,SUCCESS,21,193,0.4595238095238095,dense_>=0.2,4053.0,37249.0,0.0029976367950439453,0.0007252693176269531,7.152557373046875e-07,8.106231689453125e-05,0.0,phase_b_disabled
Dryad_animal_society,Animal,A2,false,complete,SUCCESS,21,193,0.4595238095238095,dense_>=0.2,4053.0,37249.0,0.004470348358154297,0.0007722377777099609,0.00040340423583984375,9.107589721679688e-05,0.0,exhausted
Dryad_animal_society,Animal,A4,false,complete,SUCCESS,21,193,0.4595238095238095,dense_>=0.2,4053.0,37249.0,0.011841297149658203,0.0007703304290771484,0.0003707408905029297,0.007608890533447266,0.0,exhausted
Dryad_animal_society,Animal,A6,false,complete,SUCCESS,21,193,0.4595238095238095,dense_>=0.2,4053.0,37249.0,0.042537689208984375,0.0007576942443847656,0.0003821849822998047,0.007558107376098633,0.030586957931518555,exhausted
FacultyHiringNetworks/Business/Business_FM_Full_,Faculty,A0,false,complete,SUCCESS,113,1787,0.14119785082174463,medium_0.05_0.2,201931.0,3193369.0,0.01819896697998047,0.0031151771545410156,1.1920928955078125e-06,0.0007278919219970703,0.0,phase_b_disabled
FacultyHiringNetworks/Business/Business_FM_Full_,Faculty,A2,false,complete,SUCCESS,113,1787,0.14119785082174463,medium_0.05_0.2,201931.0,3193369.0,0.028365135192871094,0.003186941146850586,0.0056667327880859375,0.0008199214935302734,0.0,exhausted
FacultyHiringNetworks/Business/Business_FM_Full_,Faculty,A4,false,complete,SUCCESS,113,1787,0.14119785082174463,medium_0.05_0.2,201931.0,3193369.0,0.07682251930236816,0.003281831741333008,0.005644083023071289,0.04956793785095215,0.0,exhausted
FacultyHiringNetworks/Business/Business_FM_Full_,Faculty,A6,false,complete,SUCCESS,113,1787,0.14119785082174463,medium_0.05_0.2,201931.0,3193369.0,1.3709077835083008,0.0032083988189697266,0.005415201187133789,0.046446800231933594,1.2965378761291504,exhausted
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,Faculty,A0,false,complete,SUCCESS,206,1407,0.033317546767700684,sparse_<0.05,289842.0,1979649.0,0.015300989151000977,0.0019271373748779297,1.430511474609375e-06,0.0006291866302490234,0.0,phase_b_disabled
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,Faculty,A2,false,complete,SUCCESS,206,1407,0.033317546767700684,sparse_<0.05,289842.0,1979649.0,0.023873329162597656,0.001911163330078125,0.005243062973022461,0.000698089599609375,0.0,exhausted
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,Faculty,A4,false,complete,SUCCESS,206,1407,0.033317546767700684,sparse_<0.05,289842.0,1979649.0,0.08458638191223145,0.0019450187683105469,0.005127668380737305,0.06198382377624512,0.0,exhausted
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,Faculty,A6,false,complete,SUCCESS,206,1407,0.033317546767700684,sparse_<0.05,289842.0,1979649.0,0.7144687175750732,0.0019555091857910156,0.0051038265228271484,0.061501502990722656,0.6293132305145264,exhausted
FacultyHiringNetworks/History/History_FM_Full_,Faculty,A0,false,complete,SUCCESS,145,1204,0.057662835249042144,medium_0.05_0.2,174580.0,1449616.0,0.012830972671508789,0.0011394023895263672,1.430511474609375e-06,0.0005528926849365234,0.0,phase_b_disabled
FacultyHiringNetworks/History/History_FM_Full_,Faculty,A2,false,complete,SUCCESS,145,1204,0.057662835249042144,medium_0.05_0.2,174580.0,1449616.0,0.017925024032592773,0.0011157989501953125,0.003289461135864258,0.0005710124969482422,0.0,exhausted
FacultyHiringNetworks/History/History_FM_Full_,Faculty,A4,false,complete,SUCCESS,145,1204,0.057662835249042144,medium_0.05_0.2,174580.0,1449616.0,0.06908059120178223,0.0011336803436279297,0.0032825469970703125,0.051833391189575195,0.0,exhausted
FacultyHiringNetworks/History/History_FM_Full_,Faculty,A6,false,complete,SUCCESS,145,1204,0.057662835249042144,medium_0.05_0.2,174580.0,1449616.0,0.3232576847076416,0.001173257827758789,0.0032668113708496094,0.051542043685913086,0.2537355422973633,exhausted
Football_data_England_Premier_League/England_2009_2010,Football_coarse,A0,false,complete,SUCCESS,20,215,0.5657894736842105,dense_>=0.2,4300.0,46225.0,0.0034046173095703125,0.0008592605590820312,7.152557373046875e-07,7.748603820800781e-05,0.0,phase_b_disabled
Football_data_England_Premier_League/England_2009_2010,Football_coarse,A2,false,complete,SUCCESS,20,215,0.5657894736842105,dense_>=0.2,4300.0,46225.0,0.00487971305847168,0.0008530616760253906,0.0005350112915039062,8.893013000488281e-05,0.0,exhausted
Football_data_England_Premier_League/England_2009_2010,Football_coarse,A4,false,complete,SUCCESS,20,215,0.5657894736842105,dense_>=0.2,4300.0,46225.0,0.013993501663208008,0.001020669937133789,0.0005970001220703125,0.008715152740478516,0.0,exhausted
Football_data_England_Premier_League/England_2009_2010,Football_coarse,A6,false,complete,SUCCESS,20,215,0.5657894736842105,dense_>=0.2,4300.0,46225.0,0.05810999870300293,0.0008864402770996094,0.0005414485931396484,0.008171319961547852,0.04485654830932617,exhausted
Football_data_England_Premier_League/England_2010_2011,Football_coarse,A0,false,complete,SUCCESS,20,219,0.5763157894736842,dense_>=0.2,4380.0,47961.0,0.0035266876220703125,0.001161336898803711,7.152557373046875e-07,6.937980651855469e-05,0.0,phase_b_disabled
Football_data_England_Premier_League/England_2010_2011,Football_coarse,A2,false,complete,SUCCESS,20,219,0.5763157894736842,dense_>=0.2,4380.0,47961.0,0.005529880523681641,0.001224517822265625,0.0005693435668945312,8.320808410644531e-05,0.0,exhausted
Football_data_England_Premier_League/England_2010_2011,Football_coarse,A4,false,complete,SUCCESS,20,219,0.5763157894736842,dense_>=0.2,4380.0,47961.0,0.014062166213989258,0.0013120174407958984,0.00060272216796875,0.008262157440185547,0.0,exhausted
Football_data_England_Premier_League/England_2010_2011,Football_coarse,A6,false,complete,SUCCESS,20,219,0.5763157894736842,dense_>=0.2,4380.0,47961.0,0.0696561336517334,0.0011887550354003906,0.0005733966827392578,0.007731437683105469,0.05643582344055176,exhausted
Football_data_England_Premier_League/England_2011_2012,Football_coarse,A0,false,complete,SUCCESS,20,226,0.5947368421052631,dense_>=0.2,4520.0,51076.0,0.0035583972930908203,0.001140594482421875,7.152557373046875e-07,7.2479248046875e-05,0.0,phase_b_disabled
Football_data_England_Premier_League/England_2011_2012,Football_coarse,A2,false,complete,SUCCESS,20,226,0.5947368421052631,dense_>=0.2,4520.0,51076.0,0.005385875701904297,0.0011434555053710938,0.0005130767822265625,8.678436279296875e-05,0.0,exhausted
Football_data_England_Premier_League/England_2011_2012,Football_coarse,A4,false,complete,SUCCESS,20,226,0.5947368421052631,dense_>=0.2,4520.0,51076.0,0.013452529907226562,0.0012264251708984375,0.0005340576171875,0.007811546325683594,0.0,exhausted
Football_data_England_Premier_League/England_2011_2012,Football_coarse,A6,false,complete,SUCCESS,20,226,0.5947368421052631,dense_>=0.2,4520.0,51076.0,0.06868863105773926,0.001203775405883789,0.0005090236663818359,0.00735020637512207,0.05581402778625488,exhausted
Football_data_England_Premier_League/England_2012_2013,Football_coarse,A0,false,complete,SUCCESS,20,216,0.5684210526315789,dense_>=0.2,4320.0,46656.0,0.0036857128143310547,0.0010905265808105469,9.5367431640625e-07,7.081031799316406e-05,0.0,phase_b_disabled
Football_data_England_Premier_League/England_2012_2013,Football_coarse,A2,false,complete,SUCCESS,20,216,0.5684210526315789,dense_>=0.2,4320.0,46656.0,0.005149364471435547,0.0010089874267578125,0.0005476474761962891,8.559226989746094e-05,0.0,exhausted
Football_data_England_Premier_League/England_2012_2013,Football_coarse,A4,false,complete,SUCCESS,20,216,0.5684210526315789,dense_>=0.2,4320.0,46656.0,0.013401985168457031,0.0010144710540771484,0.0005915164947509766,0.008246660232543945,0.0,exhausted
Football_data_England_Premier_League/England_2012_2013,Football_coarse,A6,false,complete,SUCCESS,20,216,0.5684210526315789,dense_>=0.2,4320.0,46656.0,0.06221294403076172,0.0010118484497070312,0.0005512237548828125,0.008165359497070312,0.048706769943237305,exhausted
Football_data_England_Premier_League/England_2013_2014,Football_coarse,A0,false,complete,SUCCESS,20,222,0.5842105263157895,dense_>=0.2,4440.0,49284.0,0.0033369064331054688,0.0008826255798339844,9.5367431640625e-07,7.605552673339844e-05,0.0,phase_b_disabled
Football_data_England_Premier_League/England_2013_2014,Football_coarse,A2,false,complete,SUCCESS,20,222,0.5842105263157895,dense_>=0.2,4440.0,49284.0,0.00490880012512207,0.0008375644683837891,0.0005707740783691406,9.1552734375e-05,0.0,exhausted
Football_data_England_Premier_League/England_2013_2014,Football_coarse,A4,false,complete,SUCCESS,20,222,0.5842105263157895,dense_>=0.2,4440.0,49284.0,0.01333475112915039,0.0009739398956298828,0.0005502700805664062,0.008501052856445312,0.0,exhausted
Football_data_England_Premier_League/England_2013_2014,Football_coarse,A6,false,complete,SUCCESS,20,222,0.5842105263157895,dense_>=0.2,4440.0,49284.0,0.06350016593933105,0.0008480548858642578,0.0005197525024414062,0.008517026901245117,0.05007529258728027,exhausted
Football_data_England_Premier_League/England_2014_2015,Football_coarse,A0,false,complete,SUCCESS,20,107,0.28157894736842104,dense_>=0.2,2140.0,11449.0,0.0019910335540771484,0.0003142356872558594,7.152557373046875e-07,6.604194641113281e-05,0.0,phase_b_disabled
Football_data_England_Premier_League/England_2014_2015,Football_coarse,A2,false,complete,SUCCESS,20,107,0.28157894736842104,dense_>=0.2,2140.0,11449.0,0.0028176307678222656,0.0003483295440673828,0.00032067298889160156,5.9604644775390625e-05,0.0,exhausted
Football_data_England_Premier_League/England_2014_2015,Football_coarse,A4,false,complete,SUCCESS,20,107,0.28157894736842104,dense_>=0.2,2140.0,11449.0,0.010906219482421875,0.00037789344787597656,0.000316619873046875,0.008214473724365234,0.0,exhausted
Football_data_England_Premier_League/England_2014_2015,Football_coarse,A6,false,complete,SUCCESS,20,107,0.28157894736842104,dense_>=0.2,2140.0,11449.0,0.02162909507751465,0.0003535747528076172,0.0003070831298828125,0.008113622665405273,0.010754108428955078,exhausted
Football_data_England_Premier_League/finerEngland_2009_2010,Football_finer,A0,false,complete,SUCCESS,20,380,1.0,dense_>=0.2,7600.0,144400.0,0.008307218551635742,0.00475621223449707,7.152557373046875e-07,6.437301635742188e-05,0.0,phase_b_disabled
Football_data_England_Premier_League/finerEngland_2009_2010,Football_finer,A2,false,complete,SUCCESS,20,380,1.0,dense_>=0.2,7600.0,144400.0,0.014591455459594727,0.004743337631225586,0.0008945465087890625,0.00010728836059570312,0.0,exhausted
Football_data_England_Premier_League/finerEngland_2009_2010,Football_finer,A4,false,complete,SUCCESS,20,380,1.0,dense_>=0.2,7600.0,144400.0,0.02268505096435547,0.0050389766693115234,0.0009620189666748047,0.007748603820800781,0.0,exhausted
Football_data_England_Premier_League/finerEngland_2009_2010,Football_finer,A6,false,complete,SUCCESS,20,380,1.0,dense_>=0.2,7600.0,144400.0,0.2013998031616211,0.00483393669128418,0.0008971691131591797,0.00735163688659668,0.17959094047546387,exhausted
Football_data_England_Premier_League/finerEngland_2010_2011,Football_finer,A0,false,complete,SUCCESS,20,380,1.0,dense_>=0.2,7600.0,144400.0,0.008781909942626953,0.005293130874633789,7.152557373046875e-07,5.9604644775390625e-05,0.0,phase_b_disabled
Football_data_England_Premier_League/finerEngland_2010_2011,Football_finer,A2,false,complete,SUCCESS,20,380,1.0,dense_>=0.2,7600.0,144400.0,0.015794038772583008,0.0053975582122802734,0.0010571479797363281,0.0001163482666015625,0.0,exhausted
Football_data_England_Premier_League/finerEngland_2010_2011,Football_finer,A4,false,complete,SUCCESS,20,380,1.0,dense_>=0.2,7600.0,144400.0,0.024380207061767578,0.005548954010009766,0.0010309219360351562,0.008571863174438477,0.0,exhausted
Football_data_England_Premier_League/finerEngland_2010_2011,Football_finer,A6,false,complete,SUCCESS,20,380,1.0,dense_>=0.2,7600.0,144400.0,0.20441722869873047,0.0053577423095703125,0.0010144710540771484,0.008161067962646484,0.18042731285095215,exhausted
Football_data_England_Premier_League/finerEngland_2011_2012,Football_finer,A0,false,complete,SUCCESS,20,380,1.0,dense_>=0.2,7600.0,144400.0,0.008831262588500977,0.005299806594848633,7.152557373046875e-07,6.461143493652344e-05,0.0,phase_b_disabled
Football_data_England_Premier_League/finerEngland_2011_2012,Football_finer,A2,false,complete,SUCCESS,20,380,1.0,dense_>=0.2,7600.0,144400.0,0.015796422958374023,0.005495548248291016,0.0010380744934082031,0.00010943412780761719,0.0,exhausted
Football_data_England_Premier_League/finerEngland_2011_2012,Football_finer,A4,false,complete,SUCCESS,20,380,1.0,dense_>=0.2,7600.0,144400.0,0.024309635162353516,0.005574941635131836,0.0009887218475341797,0.008280754089355469,0.0,exhausted
Football_data_England_Premier_League/finerEngland_2011_2012,Football_finer,A6,false,complete,SUCCESS,20,380,1.0,dense_>=0.2,7600.0,144400.0,0.2051560878753662,0.005396127700805664,0.0009570121765136719,0.007964611053466797,0.18152117729187012,exhausted
Football_data_England_Premier_League/finerEngland_2012_2013,Football_finer,A0,false,complete,SUCCESS,20,380,1.0,dense_>=0.2,7600.0,144400.0,0.008722543716430664,0.00510406494140625,7.152557373046875e-07,6.818771362304688e-05,0.0,phase_b_disabled
Football_data_England_Premier_League/finerEngland_2012_2013,Football_finer,A2,false,complete,SUCCESS,20,380,1.0,dense_>=0.2,7600.0,144400.0,0.01542210578918457,0.005219459533691406,0.0009644031524658203,0.00011014938354492188,0.0,exhausted
Football_data_England_Premier_League/finerEngland_2012_2013,Football_finer,A4,false,complete,SUCCESS,20,380,1.0,dense_>=0.2,7600.0,144400.0,0.022350549697875977,0.005189418792724609,0.0009233951568603516,0.007633209228515625,0.0,exhausted
Football_data_England_Premier_League/finerEngland_2012_2013,Football_finer,A6,false,complete,SUCCESS,20,380,1.0,dense_>=0.2,7600.0,144400.0,0.20067501068115234,0.005033254623413086,0.0009038448333740234,0.0075283050537109375,0.17832541465759277,exhausted
Football_data_England_Premier_League/finerEngland_2013_2014,Football_finer,A0,false,complete,SUCCESS,20,380,1.0,dense_>=0.2,7600.0,144400.0,0.008304834365844727,0.004560232162475586,9.5367431640625e-07,7.152557373046875e-05,0.0,phase_b_disabled
Football_data_England_Premier_League/finerEngland_2013_2014,Football_finer,A2,false,complete,SUCCESS,20,380,1.0,dense_>=0.2,7600.0,144400.0,0.014258146286010742,0.004718303680419922,0.0008800029754638672,0.00010895729064941406,0.0,exhausted
Football_data_England_Premier_League/finerEngland_2013_2014,Football_finer,A4,false,complete,SUCCESS,20,380,1.0,dense_>=0.2,7600.0,144400.0,0.022533416748046875,0.004671573638916016,0.0008642673492431641,0.008562803268432617,0.0,exhausted
Football_data_England_Premier_League/finerEngland_2013_2014,Football_finer,A6,false,complete,SUCCESS,20,380,1.0,dense_>=0.2,7600.0,144400.0,0.2049393653869629,0.0045642852783203125,0.0008435249328613281,0.008429765701293945,0.18263006210327148,exhausted
Football_data_England_Premier_League/finerEngland_2014_2015,Football_finer,A0,false,complete,SUCCESS,20,300,0.7894736842105263,dense_>=0.2,6000.0,90000.0,0.0065381526947021484,0.003340005874633789,4.76837158203125e-07,5.6743621826171875e-05,0.0,phase_b_disabled
Football_data_England_Premier_League/finerEngland_2014_2015,Football_finer,A2,false,complete,SUCCESS,20,300,0.7894736842105263,dense_>=0.2,6000.0,90000.0,0.010860681533813477,0.00339508056640625,0.0007436275482177734,8.916854858398438e-05,0.0,exhausted
Football_data_England_Premier_League/finerEngland_2014_2015,Football_finer,A4,false,complete,SUCCESS,20,300,0.7894736842105263,dense_>=0.2,6000.0,90000.0,0.018468141555786133,0.0032892227172851562,0.0007054805755615234,0.007968664169311523,0.0,exhausted
Football_data_England_Premier_League/finerEngland_2014_2015,Football_finer,A6,false,complete,SUCCESS,20,300,0.7894736842105263,dense_>=0.2,6000.0,90000.0,0.2668430805206299,0.0033240318298339844,0.0007097721099853516,0.0077664852142333984,0.2484569549560547,exhausted
Halo2BetaData,Halo,A0,false,complete,SUCCESS,602,5010,0.013847352972067595,sparse_<0.05,3016020.0,25100100.0,0.11887598037719727,0.08405137062072754,1.9073486328125e-06,0.001631021499633789,0.0,phase_b_disabled
Halo2BetaData,Halo,A2,false,complete,SUCCESS,602,5010,0.013847352972067595,sparse_<0.05,3016020.0,25100100.0,0.5450632572174072,0.08733701705932617,0.333446741104126,0.0016117095947265625,0.0,exhausted
Halo2BetaData,Halo,A4,false,complete,SUCCESS,602,5010,0.013847352972067595,sparse_<0.05,3016020.0,25100100.0,0.74678635597229,0.08438420295715332,0.3269779682159424,0.2167665958404541,0.0,exhausted
Halo2BetaData,Halo,A6,false,complete,SUCCESS,602,5010,0.013847352972067595,sparse_<0.05,3016020.0,25100100.0,7.091858625411987,0.08302116394042969,0.32384443283081055,0.21493291854858398,6.3508360385894775,exhausted
finance,Finance,FINANCE_A0,true,complete,SUCCESS,1315,1729225,1.0007610350076104,dense_>=0.2,2273930875.0,2990219100625.0,612.5528061389923,600.0096893310547,0.0002086162567138672,0.5206563472747803,0.0,phase_b_disabled
finance,Finance,FINANCE_A2,true,complete,INTERNAL_TIME_LIMIT,1315,1729225,1.0007610350076104,dense_>=0.2,2273930875.0,2990219100625.0,1214.7641153335571,600.0107569694519,1.783324956893921,0.5113756656646729,0.0,time_limit
finance,Finance,FINANCE_A4,true,complete,INTERNAL_TIME_LIMIT,1315,1729225,1.0007610350076104,dense_>=0.2,2273930875.0,2990219100625.0,1214.573858499527,600.0108060836792,1.7526648044586182,0.5142672061920166,0.0,time_limit
finance,Finance,FINANCE_A6,true,TIMEOUT_HARD_WALLCLOCK,TIMEOUT_HARD_WALLCLOCK,1315,1729225,1.0007610350076104,dense_>=0.2,2273930875.0,2990219100625.0,1800.0987877845764,,,,,hard_wallclock_timeout
