dataset,baseline,ours,baseline_val,delta,family,runtime_ours,runtime_base
Basketball_temporal/1991,davidScore,0.1017589626532139,0.7657992839813232,-0.6640403213281093,Basketball_coarse,0.45845675468444824,0.0026991367340087
Basketball_temporal/1992,davidScore,0.09924514059256463,0.7197334170341492,-0.6204882764415846,Basketball_coarse,0.4622340202331543,0.0027718305587768
Basketball_temporal/1993,davidScore,0.10373956938291955,0.7423649430274963,-0.6386253736445768,Basketball_coarse,0.3958570957183838,0.0026945352554321
Basketball_temporal/1994,davidScore,0.09959269992950576,0.7378939390182495,-0.6383012390887437,Basketball_coarse,0.40102529525756836,0.0027323961257934
Basketball_temporal/1995,davidScore,0.10430575713594581,0.7770219445228577,-0.6727161873869119,Basketball_coarse,0.4095480442047119,0.0027299165725708
Basketball_temporal/1996,davidScore,0.10829726673685032,0.8102752566337585,-0.7019779898969082,Basketball_coarse,0.4154398441314697,0.0027841329574584
Basketball_temporal/1997,davidScore,0.11249687722197667,0.8271428346633911,-0.7146459574414145,Basketball_coarse,0.482025146484375,0.0028056144714355
Basketball_temporal/1998,davidScore,0.10255286721280243,0.7917847037315369,-0.6892318365187344,Basketball_coarse,0.4201779365539551,0.0027901172637939
Basketball_temporal/1999,davidScore,0.10915181511940832,0.8072373270988464,-0.6980855119794381,Basketball_coarse,0.42891526222229004,0.0028937339782714
Basketball_temporal/2000,davidScore,0.09407899513540986,0.8561080098152161,-0.7620290146798062,Basketball_coarse,0.4833829402923584,0.0029363393783569
Basketball_temporal/2001,davidScore,0.09947271979357541,0.7787248492240906,-0.6792521294305152,Basketball_coarse,0.45178699493408203,0.0029020071029663
Basketball_temporal/2002,davidScore,0.1078253617144722,0.7973333597183228,-0.6895079980038505,Basketball_coarse,0.44599270820617676,0.0029219627380371
Basketball_temporal/2003,davidScore,0.10699407219805833,0.8049576282501221,-0.6979635560520637,Basketball_coarse,0.5551548004150391,0.0029872179031372
Basketball_temporal/2004,davidScore,0.10703289731484764,0.7453826069831848,-0.6383497096683372,Basketball_coarse,0.47967028617858887,0.0029772996902465
Basketball_temporal/2005,davidScore,0.10206150114930046,0.8051036596298218,-0.7030421584805213,Basketball_coarse,0.5709841251373291,0.0030222177505493
Basketball_temporal/2006,davidScore,0.11012237825349265,0.7741132378578186,-0.6639908596043259,Basketball_coarse,0.5363562107086182,0.0030763626098632
Basketball_temporal/2007,davidScore,0.09706538700313763,0.8388214707374573,-0.7417560837343197,Basketball_coarse,0.5904037952423096,0.0031328439712524
Basketball_temporal/2008,davidScore,0.1071074648688165,0.8002250790596008,-0.6931176141907843,Basketball_coarse,0.6342606544494629,0.0031940698623657
Basketball_temporal/2009,davidScore,0.10184676976721661,0.7633841633796692,-0.6615373936124526,Basketball_coarse,0.6444449424743652,0.0033057689666748
Basketball_temporal/2010,davidScore,0.09723902936118718,0.7745823264122009,-0.6773432970510137,Basketball_coarse,0.6764535903930664,0.0032492876052856
Basketball_temporal/2011,davidScore,0.09933557542449348,0.7857935428619385,-0.686457967437445,Basketball_coarse,0.5686798095703125,0.003213095664978
Basketball_temporal/2012,davidScore,0.09731205512399649,0.765207827091217,-0.6678957719672205,Basketball_coarse,0.5631849765777588,0.0032665014266967
Basketball_temporal/2013,davidScore,0.10126194658887618,0.7978112101554871,-0.6965492635666108,Basketball_coarse,0.5802896022796631,0.003235387802124
Basketball_temporal/2014,davidScore,0.10502980442386324,0.7945578098297119,-0.6895280054058487,Basketball_coarse,0.6306684017181396,0.0032459259033203
Basketball_temporal/finer1985,davidScore,0.4728093100058731,0.8268343806266785,-0.35402507062080535,Basketball_finer,0.6062853336334229,0.0026447772979736
Basketball_temporal/finer1986,davidScore,0.4702051616042291,0.8389512896537781,-0.368746128049549,Basketball_finer,0.5953209400177002,0.0026435136795043
Basketball_temporal/finer1987,davidScore,0.4728924684953906,0.8932963013648987,-0.42040383286950805,Basketball_finer,0.6393730640411377,0.0027211666107177
Basketball_temporal/finer1988,davidScore,0.4716996154359819,0.8410336971282959,-0.369334081692314,Basketball_finer,0.6525883674621582,0.0027183055877685
Basketball_temporal/finer1989,davidScore,0.4721968450288123,0.827534019947052,-0.3553371749182397,Basketball_finer,0.687067985534668,0.0027811050415039
Basketball_temporal/finer1990,davidScore,0.4723817142668635,0.8214420676231384,-0.34906035335627494,Basketball_finer,0.6808476448059082,0.0027605533599853
Basketball_temporal/finer1991,davidScore,0.4712785355842091,0.8342007398605347,-0.36292220427632554,Basketball_finer,0.7073976993560791,0.0027616739273071
Basketball_temporal/finer1992,davidScore,0.4696221612924022,0.7739548683166504,-0.3043327070242482,Basketball_finer,0.699941873550415,0.0027868032455444
Basketball_temporal/finer1993,davidScore,0.47060624219759467,0.7802971005439758,-0.30969085834638116,Basketball_finer,0.6414239406585693,0.002758765220642
Basketball_temporal/finer1994,davidScore,0.4711097091749058,0.7760276794433594,-0.3049179702684536,Basketball_finer,0.6920342445373535,0.0027907609939575
Basketball_temporal/finer1995,davidScore,0.47000430467249615,0.8305020928382874,-0.3604977881657912,Basketball_finer,0.672555685043335,0.0027988195419311
Basketball_temporal/finer1996,davidScore,0.471414140428109,0.8831929564476013,-0.41177881601949234,Basketball_finer,0.7099428176879883,0.0028684377670288
Basketball_temporal/finer1997,davidScore,0.47060029860479485,0.8551034927368164,-0.38450319413202155,Basketball_finer,0.7394981384277344,0.0028905391693115
Basketball_temporal/finer1998,davidScore,0.46943785728622295,0.8302687406539917,-0.36083088336776875,Basketball_finer,0.7637796401977539,0.002887225151062
Basketball_temporal/finer1999,davidScore,0.4699564214217083,0.8629899621009827,-0.3930335406792744,Basketball_finer,0.7777316570281982,0.0029363870620727
Basketball_temporal/finer2000,davidScore,0.46960746728946623,0.9045483469963074,-0.43494087970684114,Basketball_finer,0.898984432220459,0.0030477046966552
Basketball_temporal/finer2001,davidScore,0.47070134064540997,0.8593080639839172,-0.38860672333850727,Basketball_finer,0.921804666519165,0.0030074834823608
Basketball_temporal/finer2002,davidScore,0.4704714167588007,0.894240140914917,-0.42376872415611627,Basketball_finer,0.8271515369415283,0.0030394792556762
Basketball_temporal/finer2003,davidScore,0.47199018067410825,0.9126582145690918,-0.44066803389498355,Basketball_finer,0.9257514476776123,0.0031142950057983
Basketball_temporal/finer2004,davidScore,0.4720007689199272,0.803320586681366,-0.33131981776143876,Basketball_finer,0.9253487586975098,0.0030850172042846
Basketball_temporal/finer2005,davidScore,0.4707869065616504,0.8844720721244812,-0.4136851655628308,Basketball_finer,0.9921140670776367,0.003145146369934
Basketball_temporal/finer2006,davidScore,0.4711257324474887,0.8511151075363159,-0.37998937508882724,Basketball_finer,0.9760556221008301,0.0031869649887084
Basketball_temporal/finer2007,davidScore,0.4702092704847424,0.9292929172515868,-0.4590836467668444,Basketball_finer,1.128194808959961,0.0033836126327514
Basketball_temporal/finer2008,davidScore,0.470263440540082,0.884782612323761,-0.414519171783679,Basketball_finer,1.1383209228515625,0.003364086151123
Basketball_temporal/finer2009,davidScore,0.4708414605116339,0.8956029415130615,-0.42476148100142763,Basketball_finer,1.1119933128356934,0.003389573097229
Basketball_temporal/finer2010,davidScore,0.46966603376076166,0.8367619514465332,-0.36709591768577154,Basketball_finer,1.1280298233032227,0.0033669710159301
Basketball_temporal/finer2011,davidScore,0.4709752117431119,0.8714247345924377,-0.40044952284932583,Basketball_finer,1.1749513149261475,0.0033746719360351
Basketball_temporal/finer2012,davidScore,0.46959317680053536,0.8299283385276794,-0.3603351617271441,Basketball_finer,1.2135074138641357,0.0033856868743896
Basketball_temporal/finer2013,davidScore,0.4699484148367686,0.8760898113250732,-0.40614139648830466,Basketball_finer,1.198275089263916,0.0034074306488037
Basketball_temporal/finer2014,davidScore,0.47258252537300616,0.8630748987197876,-0.39049237334678144,Basketball_finer,1.1956918239593506,0.0034385919570922
Dryad_animal_society,davidScore,0.07880724174653887,0.3270440399646759,-0.24823679821813704,Animal,0.011841297149658203,0.0009373426437377
FacultyHiringNetworks/Business/Business_FM_Full_,davidScore,0.04884792626728111,0.4862898588180542,-0.43744193255077307,Faculty,0.07682251930236816,0.0014291048049926
FacultyHiringNetworks/ComputerScience/ComputerScience_FM_Full_,davidScore,0.03372508942258559,0.609808087348938,-0.5760829979263524,Faculty,0.08458638191223145,0.0018329381942749
FacultyHiringNetworks/History/History_FM_Full_,davidScore,0.030405405405405407,0.5739202499389648,-0.5435148445335595,Faculty,0.06908059120178223,0.0014921188354492
Football_data_England_Premier_League/England_2009_2010,davidScore,0.13595706618962433,0.8048780560493469,-0.6689209898597226,Football_coarse,0.013993501663208008,0.0009153842926025
Football_data_England_Premier_League/England_2010_2011,davidScore,0.23505154639175257,1.2919254302978516,-1.056873883906099,Football_coarse,0.014062166213989258,0.0009287595748901
Football_data_England_Premier_League/England_2011_2012,davidScore,0.18065693430656934,0.8727272748947144,-0.692070340588145,Football_coarse,0.013452529907226562,0.0009151697158813
Football_data_England_Premier_League/England_2012_2013,davidScore,0.21052631578947367,0.8888888955116272,-0.6783625797221535,Football_coarse,0.013401985168457031,0.0009260416030883
Football_data_England_Premier_League/England_2013_2014,davidScore,0.1371527777777778,0.678787887096405,-0.5416351093186272,Football_coarse,0.01333475112915039,0.0009239912033081
Football_data_England_Premier_League/England_2014_2015,davidScore,0.11602209944751381,1.0934579372406006,-0.9774358377930867,Football_coarse,0.010906219482421875,0.0009003162384033
Football_data_England_Premier_League/finerEngland_2009_2010,davidScore,0.32860938883968105,0.707317054271698,-0.37870766543201695,Football_finer,0.02268505096435547,0.0008960962295532
Football_data_England_Premier_League/finerEngland_2010_2011,davidScore,0.395083406496927,1.2919254302978516,-0.8968420238009245,Football_finer,0.024380207061767578,0.0008965253829956
Football_data_England_Premier_League/finerEngland_2011_2012,davidScore,0.35726795096322234,0.9212121367454528,-0.5639441857822305,Football_finer,0.024309635162353516,0.0008986234664916
Football_data_England_Premier_League/finerEngland_2012_2013,davidScore,0.3810359964881474,0.915032684803009,-0.5339966883148617,Football_finer,0.022350549697875977,0.0008951187133789
Football_data_England_Premier_League/finerEngland_2013_2014,davidScore,0.326241134751773,0.7272727489471436,-0.40103161419537053,Football_finer,0.022533416748046875,0.0008877277374267
Football_data_England_Premier_League/finerEngland_2014_2015,davidScore,0.3451536643026004,1.0467289686203003,-0.7015753043176999,Football_finer,0.018468141555786133,0.0008872747421264
Halo2BetaData,davidScore,0.4254581928253174,1.156585931777954,-0.7311277389526367,Halo,0.74678635597229,0.0063128948211669
Basketball_temporal/1985,SVD_NRS,0.09954807003679648,0.8644565939903259,-0.7649085239535295,Basketball_coarse,0.3315310478210449,0.0054181098937988
Basketball_temporal/1986,SVD_NRS,0.09907289153777021,0.8552412390708923,-0.7561683475331221,Basketball_coarse,0.3557884693145752,0.0050883531570434
Basketball_temporal/1987,SVD_NRS,0.10161720763668712,0.9074294567108154,-0.8058122490741283,Basketball_coarse,0.3726480007171631,0.0058151483535766
Basketball_temporal/1988,SVD_NRS,0.1018217647428775,0.8313725590705872,-0.7295507943277096,Basketball_coarse,0.34849095344543457,0.0052632093429565
Basketball_temporal/1989,SVD_NRS,0.10148318447234034,0.901173770427704,-0.7996905859553636,Basketball_coarse,0.39830756187438965,0.0053756713867187
Basketball_temporal/1990,SVD_NRS,0.10203702940084945,0.8483932018280029,-0.7463561724271535,Basketball_coarse,0.4185512065887451,0.0051903963088989
Basketball_temporal/1991,SVD_NRS,0.1017589626532139,0.8951672911643982,-0.7934083285111843,Basketball_coarse,0.45845675468444824,0.0052355289459228
Basketball_temporal/1992,SVD_NRS,0.09924514059256463,0.8396890163421631,-0.7404438757495985,Basketball_coarse,0.4622340202331543,0.0052765607833862
Basketball_temporal/1993,SVD_NRS,0.10373956938291955,0.8582615256309509,-0.7545219562480314,Basketball_coarse,0.3958570957183838,0.0052901744842529
Basketball_temporal/1994,SVD_NRS,0.09959269992950576,0.8393543362617493,-0.7397616363322435,Basketball_coarse,0.40102529525756836,0.0052804470062255
Basketball_temporal/1995,SVD_NRS,0.10430575713594581,0.8647014498710632,-0.7603956927351174,Basketball_coarse,0.4095480442047119,0.005238938331604
Basketball_temporal/1996,SVD_NRS,0.10829726673685032,0.9467889666557312,-0.8384916999188808,Basketball_coarse,0.4154398441314697,0.0054803609848022
Basketball_temporal/1997,SVD_NRS,0.11249687722197667,0.9157142639160156,-0.803217386694039,Basketball_coarse,0.482025146484375,0.0056245565414428
Basketball_temporal/1998,SVD_NRS,0.10255286721280243,0.8909348249435425,-0.78838195773074,Basketball_coarse,0.4201779365539551,0.0052859306335449
Basketball_temporal/1999,SVD_NRS,0.10915181511940832,0.9491997361183168,-0.8400479209989085,Basketball_coarse,0.42891526222229004,0.0053467988967895
Basketball_temporal/2000,SVD_NRS,0.09407899513540986,0.937767505645752,-0.8436885105103421,Basketball_coarse,0.4833829402923584,0.0056664228439331
Basketball_temporal/2001,SVD_NRS,0.09947271979357541,0.9382884502410888,-0.8388157304475133,Basketball_coarse,0.45178699493408203,0.0054215192794799
Basketball_temporal/2002,SVD_NRS,0.1078253617144722,0.8813333511352539,-0.7735079894207817,Basketball_coarse,0.44599270820617676,0.0055675268173217
Basketball_temporal/2003,SVD_NRS,0.10699407219805833,0.936725378036499,-0.8297313058384407,Basketball_coarse,0.5551548004150391,0.0056865453720092
Basketball_temporal/2004,SVD_NRS,0.10703289731484764,0.8641160726547241,-0.7570831753398765,Basketball_coarse,0.47967028617858887,0.0056552410125732
Basketball_temporal/2005,SVD_NRS,0.10206150114930046,0.9212121367454528,-0.8191506355961523,Basketball_coarse,0.5709841251373291,0.0056705713272094
Basketball_temporal/2006,SVD_NRS,0.11012237825349265,0.9110143184661864,-0.8008919402126937,Basketball_coarse,0.5363562107086182,0.0057156324386596
Basketball_temporal/2007,SVD_NRS,0.09706538700313763,0.8908145427703857,-0.7937491557672481,Basketball_coarse,0.5904037952423096,0.0057687520980834
Basketball_temporal/2008,SVD_NRS,0.1071074648688165,0.90264493227005,-0.7955374674012335,Basketball_coarse,0.6342606544494629,0.0057755231857299
Basketball_temporal/2009,SVD_NRS,0.10184676976721661,0.882108211517334,-0.7802614417501174,Basketball_coarse,0.6444449424743652,0.0058996677398681
Basketball_temporal/2010,SVD_NRS,0.09723902936118718,0.9060531258583068,-0.8088140964971196,Basketball_coarse,0.6764535903930664,0.0061078548431396
Basketball_temporal/2011,SVD_NRS,0.09933557542449348,0.8723640441894531,-0.7730284687649597,Basketball_coarse,0.5686798095703125,0.0058090686798095
Basketball_temporal/2012,SVD_NRS,0.09731205512399649,0.8532893061637878,-0.7559772510397913,Basketball_coarse,0.5631849765777588,0.0058834314346313
Basketball_temporal/2013,SVD_NRS,0.10126194658887618,0.9028728008270264,-0.8016108542381502,Basketball_coarse,0.5802896022796631,0.0058236122131347
Basketball_temporal/2014,SVD_NRS,0.10502980442386324,0.8653061389923096,-0.7602763345684463,Basketball_coarse,0.6306684017181396,0.0060730934143066
Basketball_temporal/finer1985,SVD_NRS,0.4728093100058731,0.8654087781906128,-0.3925994681847397,Basketball_finer,0.6062853336334229,0.0055483341217041
Basketball_temporal/finer1986,SVD_NRS,0.4702051616042291,0.855597198009491,-0.3853920364052619,Basketball_finer,0.5953209400177002,0.0051366090774536
Basketball_temporal/finer1987,SVD_NRS,0.4728924684953906,0.9107496738433838,-0.43785720534799316,Basketball_finer,0.6393730640411377,0.0059745788574218
